image_path,mtime,size,content_hash,read_fail,found,sharpness,exposure_ok,n_corners,center_x,center_y,log_scale,angle,score
/Users/Downloads/chessboard/cam1/img5.png,1699601656.000,2647964,208e2b2eea4cec840f7eeed03a64eadef6d35e5146db872b7a3d587635f6d0fb,nan,1.0,0.00031402711834499866,0.6449337601661682,70.0,0.6906102752685547,0.5073614807128907,-1.301753619918646,115.03611470350775,0.5139043557636547
/Users/Downloads/chessboard/cam1/img8.png,1699601656.000,2904875,e0cb180ea308c75c6e9288aeb625b566d0d3d1576f7b282706418389e44c5a6e,nan,1.0,0.0003939115327798216,0.8061475157737732,70.0,0.3192137336730957,0.49460726928710935,-1.537389857883144,94.30191975239703,0.5732163055337818
/Users/Downloads/chessboard/cam1/img9.png,1699601656.000,2829122,8cf512a1f80adeae407cf8dbaa9f4e2785ac7db533664c06053fed57a2e5200a,nan,1.0,0.00038411885818376377,0.7521581053733826,70.0,0.21695131301879883,0.5113724975585937,-1.5082235231149888,92.74702351362069,0.5563194812883888
/Users/Downloads/chessboard/cam1/img7.png,1699601656.000,2831348,fa250ffea596bc82a667deb933f47be355c02d09619020ec79a7559d1dc4479f,nan,1.0,0.0003739321326430219,0.7742056250572205,70.0,0.429581298828125,0.5001353759765625,-1.378479927517701,100.40809963098438,0.561353552364229
/Users/Downloads/chessboard/cam1/img1.png,1699601656.000,2792988,a2759d74e2025eaedd4ffcdc4026e9d7547947a10e4446bd6e089ef8b7a2d92d,nan,1.0,0.0003801633419820316,0.690904974937439,70.0,0.2722035598754883,0.4470450744628906,-1.3626695430568065,72.14923006239518,0.5352774640619588
/Users/Downloads/chessboard/cam1/img0.png,1699601656.000,2512578,9065b14b20f8d8423563cb510e9c9172d0e1d83123a82f1deb4ee2beab981b98,nan,1.0,0.0002706563179255142,0.6978006362915039,70.0,0.530150146484375,0.541574462890625,-1.074498485112511,-178.1922995928062,0.4825699479611638
/Users/Downloads/chessboard/cam1/img3.png,1699601656.000,2832100,1e41ac79c3176c96d9c2a84725e03e418006907d7114e60901b3f61ba5cc5988,nan,1.0,0.0003309390026631174,0.7976912260055542,70.0,0.6384378433227539,0.4710651245117187,-1.4676015234361928,64.76593288851555,0.5610111717225446
/Users/Downloads/chessboard/cam1/img2.png,1699601656.000,2827625,81d56613b351207ae791f3bef3b7c3391bafdddcf9d8944650c2361e1ccdb923,nan,1.0,0.00033300938796709573,0.7858531475067139,70.0,0.4581779098510742,0.46093441772460936,-1.4618200570324686,58.7518543748023,0.5551431254469192
/Users/Downloads/chessboard/cam1/img6.png,1699601656.000,2767696,83132497dd61efece8faaba3b207eeca024847b1a41e557fd8324f90f2741760,nan,1.0,0.00028675316524277963,0.7058143615722656,70.0,0.5644976425170899,0.528454345703125,-1.2175433775185218,100.96110982397964,0.5337723823906529
/Users/Downloads/chessboard/cam1/img4.png,1699601656.000,2771634,ff2d9182bd0a89db6500a34a37a3293141ac827381d444075de42e4ef653a24c,nan,1.0,0.00032721770927927885,0.7357418537139893,70.0,0.7776303100585937,0.5370674438476563,-1.483093132166048,83.59975958085795,0.546588342570218
/Users/Downloads/chessboard/cam1/img10.png,1699601656.000,2609192,06997fac5fc9d5f4fc985804822b53cbf6834f5ee2037404005edc5d9c55ed07,nan,1.0,0.00037038172311316665,0.635402500629425,70.0,0.16649070739746094,0.48594180297851564,-1.7579737186522522,91.03815245493787,0.520243077789569
/Users/Downloads/chessboard/cam1/img11.png,1699601656.000,2728728,0f2847c7a13c787e5a31b88b055e4410e475b0d9c49d8028592a149391f6c553,nan,1.0,0.0003794308192096224,0.6816418766975403,70.0,0.26395092010498045,0.49714910888671876,-1.7843978016152915,89.24784687955066,0.5348427174375654
/Users/Downloads/chessboard/cam1/img17.png,1699601656.000,2715245,d953c1dd78958c4e3fee1455b97ec65aea1a265aa13d411135ef9098dd8b87d8,nan,1.0,0.0004427758346644633,0.6702637672424316,70.0,0.6845535278320313,0.5869072875976562,-1.6602469499926542,100.41068337804423,0.5356780837934245
/Users/Downloads/chessboard/cam1/img16.png,1699601656.000,2628642,74fbed47b9252e600d71c1c697ba01308f46fa54cbc4fa09a67daa461afba39f,nan,1.0,0.0004339692166116027,0.6098425388336182,70.0,0.8162118530273438,0.5788462524414062,-1.860774537065461,98.10177738597181,0.5171712604373534
/Users/Downloads/chessboard/cam1/img14.png,1699601656.000,2701661,4c61f1fd91841915140617b017fb0858eadee9c2d9b6b88c11a8c23fdb7bc59c,nan,1.0,0.0003926600496344787,0.6362156271934509,70.0,0.7139321899414063,0.49406494140625,-1.7072419246667039,97.20306566418627,0.5218828889627821
/Users/Downloads/chessboard/cam1/img12.png,1699601656.000,2823305,20519fcb6f6aa70453a5e5d9b14cf88453bbeb9194b768af3d0c1e774dd642df,nan,1.0,0.0003672884039909419,0.7350462675094604,70.0,0.4457216262817383,0.5076265563964844,-1.9280943418000316,94.4006134202475,0.5497495462549851
/Users/Downloads/chessboard/cam1/img15.png,1699601656.000,2545077,d7b4ac8e60c72293f1f22366ed6e3eebd24321117d1a4b203e068e63ea279130,nan,1.0,0.0003803376917438479,0.5901562571525574,70.0,0.8887422180175781,0.509284423828125,-1.8648485286636278,93.78220445557515,0.5073649898396813
